placeInfo/name,id,placeInfo/numberOfReviews,placeInfo/rating,rating,text,lang,placeInfo/address,placeInfo/longitude,placeInfo/latitude,placeInfo/webUrl,placeInfo/website,placeInfo/addressObj/postalcode,subtype,description
Plaza Premium Lounge (International Departures),23854909,10,2.5,5,"The Services is amazing so is the staff more especially Mr kitty and chef Nadir,they are wonderful and welcoming,will lo e to visit again",en,"Level 2, International Departures, Terminal 1 Near Gate 39, King Abdul Aziz International Airport, Jeddah Saudi Arabia",39.142944,21.689692,https://www.tripadvisor.com/Attraction_Review-g295419-d23854909-Reviews-Plaza_Premium_Lounge_International_Departures-Jeddah_Makkah_Province.html,https://www.plazapremiumlounge.com/en-uk/find/india-middle-east-south-africa/saudi-arabia/jeddah/king-abdulaziz-international-airport/international-departures-terminal-one,,Airport Lounges,"Located at Terminal 1 near Gate 39 of international departures of King Abdul Aziz International Airport, Plaza Premium Lounge offers an array of services and facilities including comfortable seating, local authentic and international cuisine freshly made in the kitchen, complimentary Wi-Fi and TV channels, inclusive of sports and news. The lounge also offers wide selection of tea, coffee and soft drinks, uniquely giving you that perfect place for both leisure and business travelers."
Al Faisaliah Mall,25083333,1,5,5,"Oldukça büyük bir alışveriş merkezi olarak düşünülmüş ama şu anda bütün katlarda boş mağazalar var. Belki de yarı yarıya gibi dolu bu alışveriş merkezinin mağazaları. Bu nedenle ziyaretçi sayısından daha çok çalışan sayısı var gibiydi biz akşam 19.00 saatlerinde buraya gittiğimizde. Cartier, Hermes, Tiffany, Gucci gibi bütün marka ve pahalı mağazaların yanında yine üst tabakaya hizmet veren kozmetik, parfüm, çukulata ve pastane ile kafeler ve lokanta zincirleri de var. ",tr,"Olaya St, Riyadh 12212 Saudi Arabia",46.772804,24.636976,https://www.tripadvisor.com/Attraction_Review-g293995-d25083333-Reviews-Al_Faisaliah_Mall-Riyadh_Riyadh_Province.html,https://www.facebook.com/ALfaisaliahmall.riyadh/,12212,Shopping Malls,"Located in the heart of Riyadh’s exclusive The District Al Faisaliah, Al Faisaliah Mall is home to luxury retail brands and world-class fine and variety of dining restaurants."
Luxury Umrah Cab,23883270,13,5,5,They Make my Business Trip outstanding with all meeting arrangements and best clean cars. Highly recommended for Business Man,en,"Medina, Medina 42221 Saudi Arabia",,,https://www.tripadvisor.com/Attraction_Review-g298551-d23883270-Reviews-Luxury_Umrah_Cab-Medina_Al_Madinah_Province.html,https://www.luxuryumrahcab.com/,42221,,Luxury Umrah Cab is committed to taking care of the pilgrims who visited to perform religious obligations in Saudi Arabia. Forget the hassle and annoyance to find the Local Taxi and moving your family through public transportation. We are giving you Private Cab comfort like your own Vehicle.
Madain Saleh Tours,20287897,4,4,1,"I visited Alula and took the Maidan Saleh tour. On the tour there was a man that harassed me, he kept taking pictures of me and saying very inappropriate jokes all while I was there with my babies husband and mother. I feel very disrespected and shocked. This man felt that it was ok for him to behave the way he did in front of my my and husband. 

When we complained to the tour guide (Ziad) who also claimed to be a manager, he told us to go to hell and that’s our problem. He made us go sit in the bus and end the tour. Security was called which I thought was going to solve the problem but that wasn’t the case. The man that harassed me, Ziad, and the security guy all worked together as a team, they were all protecting each other. When we realized they were a team, my husband confronted the man that harassed me and he said he was only taking snapchat pictures and it’s not a big deal, he even showed the picture like it’s nothing. The picture had my family in it. I asked for the US Embassy to be called, I asked for law enforcement to be present as we felt unsafe but none of those requests were answered. We were frightened and scared. They basically bullied us for complaining about the man that kept harassing me. 

We waited for them to respond for two hours sitting in the heat with our children. When we went back to Ziad and asked what was going on he told us go walk home if you don’t want to wait. So we paid for a tour in which we were harassed, bullied and trapped. We never got an apology and I don’t think it would help this case at this point. 

We came all the way from America (Denver Colorado) to visit this site and now we feel so disgusted, upset and disrespected. We will never come here again and report this as sexual harassment. We will not recommend this experience to anyone we know. How can a big organization like this have such horrible and unprofessional tour guides. We complained to several people, sent emails and heard nothing. We were not taken seriously at all.

WE HAVE ATTACHED PHOTOS OF THE TOUR GUIDES. PLEASE AVOID THEM FOR YOUR OWN SAFETY!!",en,"Olya St, AlUla 33511 Saudi Arabia",37.97321891,26.80349314,https://www.tripadvisor.com/Attraction_Review-g1802184-d20287897-Reviews-Madain_Saleh_Tours-AlUla_Al_Madinah_Province.html,https://saudiarabiatours.net/alula-tours/,33511,Multi-day Tours,"Madain Saleh Tours, Madain Saleh Sightseeing Tours, Desert Tours 
We offer a wide variety of Jeddah day tours from any location in Madain Saleh. There are always amazing tours to be enjoyed in Madain Saleh. We can also customize your tour as you wish to do."
Al Masjid an Nabawi,319516,,5,5,"Please see my other page on Makkah for tips and my review.

We travelled by high speed train from Makkah to Medinah – covering the distance in just over 2 hours with one stop in Jeddah. 

Stayed at the Sofitel which is the closest to the women’s entrance gate 25 (about 5 minutes walk).

Compared to Makkah, Medinah was so organised and quiet, managed to pray inside the prophet’s mosque with no hassle, plenty of chairs for those that can’t sit down and water barrels all over to take a drink of Zamzam water.

Now for some key points to arm yourselves with.

•	Praying at namaz times is easy to navigate and inside and you can get there at Azaan time and still get a space
•	For men, you can walk past the prophet tomb with no booking required. Entrance is close to the south entrances and signposted. Be prepared to queue but lines are kept moving by security
•	Rawdah – to pray in Noble Rawdah, you have to book on the Nusk app as this is required to reduce overcrowding. This is mandatory and QR code on the app will be scanned. You get a choice of times and arrive about 20 minutes before as you will need to queue. If you arrive too early, you will be turned away.
•	Jannatul Baqi graveyard – no booking needed and there is a path going through which is moving one way. Again lines are kept moving. Entrance is by south west part of mosque by the Lost Children centre.
•	ZamZam water – you can take back home one 5l water which you collect from Jeddah airport or Medinah airport.  Just show your passport at the dedicated section outside of departures to collect the bottle. Note, you should only take the water from the airport as these are packaged for air travel. You can’t open them until you reach your destination. Another note, if you are flying straight home, then the water is not counted as part of your luggage. However, if you decide to do a stopover on your way home (so going to Dubai and then back home), the water on you final flight back is counted with your luggage so bear in mind the total weight

Overall a great trip and an experience to be able to visit these two beautiful places. However, slightly let down by the overzealous guards in Makkah and the inconsiderate people who think it is a race to do Tawaf around the Kaaba – we even saw one man taking a business call whilst walking around, seriously, some people have no understanding of why there are there.",en,"King Abdul Aziz Rd Central Madina, Medina 42311 Saudi Arabia",39.61115,24.467182,https://www.tripadvisor.com/Attraction_Review-g298551-d319516-Reviews-Al_Masjid_an_Nabawi-Medina_Al_Madinah_Province.html,http://wmn.gov.sa,42311,Sacred & Religious Sites,Masjid Nabawi is one of the most important landmarks in the history of Islam. Visiting this larger than life landmark is a dream for the Muslims around the world.
MaxDeep Dive Center,20323752,1,5,5,"Me and my husband took online SSI Science of Diving course under supervision of MaxDeep Diving Center. Throughout the course we got a lot of attention, support and help to achieve our next goal in diving. The dive master kept us motivated and inspired for new adventures: he described what types of marine life and wrecks you can encounter in the Red Sea, provided visual material to encourage our interest to take opportunity to dive in Jeddah. 
I appreciate personalized approach, readiness to help, professionalism and passion with which we were treated during the course.",en,"Prince Abdulmajeed Road, Jeddah 23814 Saudi Arabia",39.09198,21.77495,https://www.tripadvisor.com/Attraction_Review-g295419-d20323752-Reviews-MaxDeep_Dive_Center-Jeddah_Makkah_Province.html,http://Max-deep.com,23814,Scuba & Snorkeling,"MaxDeep is a dive company born from the love of the Red Sea by dedicated dive enthusiasts. We want to share that enthusiasm with you! Our mission is to empower people to become better stewards of our marine environment through adventure and education. We educate on coral and Open water conservation and want to leave future generations something to be hopeful for, something to work towards. ."
ABDULLAH,27716290,27,5,5,"I did this tour alone but Abdullah was the nicest guy ever. He made me feel secure, safe, he took a lot of pictures of me and showed me this outstanding place on earth.

The car is new, confortable, the smell inside the car is amazing. You can see that Abdullah puts his heart on everything he is doing. I'll for sure suggest everyone coming to Riyadh to do this tour with him. It was SO WORTH IT! I loved it.",en,"King fahd, Riyadh 14212 Saudi Arabia",46.61595993,24.826683,https://www.tripadvisor.com/Attraction_Review-g293995-d27716290-Reviews-ABDULLAH-Riyadh_Riyadh_Province.html,,14212,Historical Tours,"My name is Abdullah, and I am a certified professional tour guide. I have years of experience in the field of tourism and culture, and I strive to provide an enjoyable and exciting exploration experience for travelers who wish to discover the heritage and historical sites around Riyadh city.
"
Mzar,27726420,4,5,5,"Vanaf de boeking was het contact vlekkeloos verlopen! Ik ontving een bericht met alle benodigde informatie en ik kon alle vragen die ik had stellen. Op de dag zelf werd ik er aan herinnerde dat ik een tour had geboekt. Ik ben bij het hotel opgehaald en uiteindelijk ook weer netjes afgezet. Tijdens de tour mochten we rustig foto’s maken en de gids maakte ook foto’s van ons als groep.

De gids sprak goed engels en was fijn, vriendelijk en geduldig. Al met al raad ik hen zeker aan! Voor ons is het eventueel in de toekomst, zeker voor herhaling vatbaar.",nl,"Al Subhani, Mecca 24320 Saudi Arabia",39.79918872,21.45246343,https://www.tripadvisor.com/Attraction_Review-g293993-d27726420-Reviews-Mzar-Mecca_Makkah_Province.html,https://mzarapp.com/,24320,City Tours,"MZAR is an innovative application that offers enriching journeys to religious, historical, and cultural destinations in the holy city of Mecca, complemented by a smart audio guide available in six major languages."
NAYLAM,25793640,1,5,5,"I recently used this service on a trip from Khobar to Dammam Airport, it was impeccable. The ease of booking and arranging the right car was perfect. The car was spotless, and the driver, Mohammed Sajed, was excellent; if yo are heading to Saudi would highly recommend this for your transfers. ",en,"Lilian Towers, Prince Sultan Road Az Zahraa Dist., Jeddah 21433 Saudi Arabia",,,https://www.tripadvisor.com/Attraction_Review-g295419-d25793640-Reviews-NAYLAM-Jeddah_Makkah_Province.html,https://naylam.com/,21433,,"NAYLAM is a luxury chauffeur service that aims to provide the richest customer experience for passengers. All reservations are made seamlessly via the NAYLAM mobile application. Specializing in airport pickups, drop-offs and city-to-city trips, NAYLAM replaces the stress these trips can cause with an organized and luxurious passenger experience."
Nebras Tours,27101746,1,5,5,"We decided to go to Saudi Arabia on vacation after reading about their burgeoning tourism industry and new openness to the world.  What a great decision!  The Kingdom has unmatched cultural heritage and world class cities, and the people of Saudi Arabia are warm and welcoming.  The good people at Nebras Tours were super easy to work with, and they took great care of us throughout our stay in Jeddah, Madinah, AlUla, and Riyadh.  Guides in all those places went above and beyond to show us the sites, tell us about themselves, and introduce us to Saudi food and culture.  We had particularly great experiences with Rola in Madinah and Islam in Riyadh, but everyone we met was happy to show us their wonderful country.  Highest possible recommendation!",en,"Prince Sultan St., Jeddah 23423 Saudi Arabia",39.18511845,21.56556832,https://www.tripadvisor.com/Attraction_Review-g295419-d27101746-Reviews-Nebras_Tours-Jeddah_Makkah_Province.html,http://nebrastours.com,23423,"4WD, ATV & Off-Road Tours","Nebras Tourisum is a travel agency that offers a wide range of travel services within Saudi Arabia.

 We offer Tour packages in the most attractive regions in Saudi Arabia. You will find the best deals for hotels, holiday packages, and other travel products at competitive prices, contact us now to start your journey. "
Escape the Room SA,13382890,19,4.5,5,"Saw Hamilton there for our first time!  Wowza!  A-MAZING!  The theatre is clean and beautiful.  Seats were fantastic.  Acoustics were top-notch.  Would go again, to see Hamilton (of COURSE, duh) or anything else.",en,"Prince Faisal Bin Fahd Road, Al Khobar Saudi Arabia",50.20619,26.30298,https://www.tripadvisor.com/Attraction_Review-g298545-d13382890-Reviews-Escape_the_Room_SA-Al_Khobar_Eastern_Province.html,http://www.escapetheroomsa.com,,Room Escape Games,"New entertainment concept and the biggest of its kind in the Middle East. Each Escape Room is a real life adventure game. Whether you’re a group of friends, family members,or coworkers, your goal is simple:you have 60 minutes to open your mind & eyes,work together, crack codes & solve ciphers to escape. Book today and see if you have what it takes to escape in less than 60 minutes!Tik Tok Tik Tok"
Nirvana Spa and Fitness Centre,23428290,147,5,5,"Waseem provided excellent service over the spa facilities of the hotel. 
Decent steam room and swimming pool. Worth visiting",en,"3266 Custodian of Two Holy Mosques Road Grand Hyatt Al Khobar Hotel and Residences, Al Khobar 31952 Saudi Arabia",50.17783,26.29014,https://www.tripadvisor.com/Attraction_Review-g298545-d23428290-Reviews-Nirvana_Spa_and_Fitness_Centre-Al_Khobar_Eastern_Province.html,http://www.hyatt.com/en-US/spas/Nirvana-Spa-and-Wellness-Centre/home,31952,Spas,"Nirvana Spa is a luxurious space with 6 treatment rooms for women and 4 for men, offering a full range of body treatments, facials and massages. At Nirvana Spa, we have a modern and fully equipped Fitness Center, along with a Health Club that offers whirlpool baths, sauna, steam rooms and Moroccan bath. At Nirvana, there are separate swimming pools for men and women, featuring mood lighting and relaxation beds. Kids can access the swimming pool from Thursday to Saturday during the operating hours, and from Sunday to Wednesday during 9:00am - 6:00pm. Nirvana Spa has been awarded by the World Luxury Spa Awards in 2022, 2023, and 2024.
In 2024, Nirvana Spa was honored as one of the Top 100 Spas of the World by Luxury Lifestyle Awards."
AlUla,25323320,1,5,5,"When we planned to visit Al Ula we decided to stay here for three nights, but it would have been better to stay a little longer. We arrived here by car, which is essential for a complete and independent visit. The main reason tourists come here is Hegra, which alone is worth a visit than Al Ula. We booked the visits to Dadan & Jabal Ikmah and the Old Town online. For the first one, as well as for Hegra, we parked in Winter park while for the second one we used the Old Town North Parking although we can also confirm that Old Town South Parking is closer to the starting point of the tour. The walking tour of the oasis (oasis trail) can be started from several points even if we have considered the best solution to use the car parking located on the other side of the road at the south end of the Old Town.  Among the things to do at sunset without a doubt Elephant Rock and the Harrat viewpoint are unmissable. Al Ula offers many other opportunities for visits and recreation and among them Rainbow Rock and Maraya cannot fail to be mentioned for its uniqueness. Finally, although now temporarily closed, work has begun to expand and repopulate the Sharaan Nature Reserve where in addition to the present animals (red-necked ostriches, regal Nubian ibex, gazelles and Cape hare) the leopard will be reintroduced. We cannot fail to report the kindness and courtesy of those who live here (who have always supported us with information and suggestions), the ease of movement with car and parking and the absolute safety of this town whose only negative aspect (at least one there must be) are the speed cameras. Unmissable and the most interesting place for anyone visiting Saudi Arabia.",en,"Al Takhassusi street, AlUla 12333 Saudi Arabia",37.9365099,26.6071747,https://www.tripadvisor.com/Attraction_Review-g1802184-d25323320-Reviews-AlUla-AlUla_Al_Madinah_Province.html,https://www.masaratclub.com/en/,12333,Historical Tours,"On the rocks of AlUla, its geography, its history and its walls, and the stories behind them. Where the adventure in the mountains of AlUla and discover its peaks and discover civilizations that existed thousands of years ago. The pillars carved by nature among the trees and in the middle of the desert cleave the sky with its glory, and birds of prey flutter around it.

"
Old Town of AlUla,5966052,78,4.5,5,"The old town has been lovingly restored(and is still being restored) and is a real jewel in any Al Ula visit.
They have closed the town off to cars so will ferry you from nearby parking areas in large golf carts to the old town itself where you can wander around at your leisure soaking up what life was like previously for people in this area.
Best time to visit is about 6pm onwards when the place comes alive with shops and restaurants opening.
Al Ula and Saudi Arabia is still relatively undiscovered on a world setting when it comes to visitor numbers so get there before word gets out as in the near future I can see another Bangkok or Bali scenario developing here.
See it before it is overrun.",en,"375 Route, AlUla 43562 Saudi Arabia",37.915386,26.625015,https://www.tripadvisor.com/Attraction_Review-g1802184-d5966052-Reviews-Old_Town_of_AlUla-AlUla_Al_Madinah_Province.html,http://www.experiencealula.com/en/places-to-go/alula-old-town,43562,Historic Sites,"Once a place of nearly 900 homes, 400 shops and 5 town squares, much of the Old Town of AlUla’s mudbrick and stone architecture still survives today. A citadel perched on a prominent outcrop along the eastern edge is still accessible via a restored staircase. Those interested in history will be delighted to discover that this site was occupied within recent memory, offering unique opportunities to gather and share oral histories encapsulating a disappearing way of life."
Hegra,2093377,333,4.5,5,Hegra ist einen Ausflug wert. Wir waren begeistert von den antiken Stätten. Die Fahrt mit dem Bus war gut organisiert. Wir hatten einen sehr guten Reiseführer. Es blieben keinen Fragen offen. Zeit zum fotografieren war auch genügend vorhanden. Wir buchten diesen Ausflug im Winterpark. Sehr gut organisiert.,de,AlUla Saudi Arabia,37.9575,26.778889,https://www.tripadvisor.com/Attraction_Review-g1802184-d2093377-Reviews-Hegra-AlUla_Al_Madinah_Province.html,https://experiencealula.com/en/Pages/default.aspx,,Historic Sites,"One of AlUla’s most famous settlements is Saudi Arabia’s first UNESCO World Heritage Site, carved tombs are from around 2nd century BCE until 106 CE."
Bicycle Square,319514,286,3.5,5,منظر مميز لمعنى مهم بحياة الإنسان خلال فترة الطفولة. ثم تأتي أهمية هذه الالة للمحافظة على حياة الشباب بعد الثلاثين من العمر.,ar,Jeddah Saudi Arabia,39.182724,21.567907,https://www.tripadvisor.com/Attraction_Review-g295419-d319514-Reviews-Bicycle_Square-Jeddah_Makkah_Province.html,,,Points of Interest & Landmarks,One of the city’s largest squares features an eye-catching sculpture of a bicycle measuring a 50 feet in height.
Oriana Salon and Spa,16787465,9,3.5,5,Loved the atmosphere and the services. the staff is super friendly and supportive. cant wait to visit again. Highly recommended.,en,"Ibn Tayhan Street, Jeddah 21421 Saudi Arabia",39.10827,21.615562,https://www.tripadvisor.com/Attraction_Review-g295419-d16787465-Reviews-Oriana_Salon_and_Spa-Jeddah_Makkah_Province.html,http://www.oriana-sa.com,21421,Spas,"Oriana offers an assorted and exquisite range of services and innovative techniques for their skin and hair treatments; while maintaining their authenticity by being one of very few local brands in the Kingdom. These services are provided amidst an atmosphere of luxury and elegance, which allows women to indulge, pamper and rejuvenate themselves making their visit one that has a lasting impression"
Edge of the world Riyadh,23019072,3,4.5,5,"It definitely a must if you visit the country. Rent a car or a guide and enjoy one of the most stunning views in the world. Go before sunset, amazing.",en,"Jeddah Corniche, Riyadh 23212 Saudi Arabia",39.15413,21.51656,https://www.tripadvisor.com/Attraction_Review-g293995-d23019072-Reviews-Edge_of_the_world_Riyadh-Riyadh_Riyadh_Province.html,https://saudiarabiatours.net/edge-of-the-world-tour/,23212,Hiking & Camping Tours,"Original Edge of the world Riyadh.

"
Harmain_Transport,25011387,1,3,3,"Driver pickup other passenger in mikath,when you book the trip inform the company earlier not to pickup any other passenger.",en,"Makkah clock Tower, Mecca 42111 Saudi Arabia",39.82685713,21.41787411,https://www.tripadvisor.com/Attraction_Review-g293993-d25011387-Reviews-Harmain_Transport-Mecca_Makkah_Province.html,http://www.harmaintransport.com,42111,Multi-day Tours,"Our organization’s online taxi transport service provides the means to have the best Hajj & Umrah experience our patrons can afford. This online taxi transport service in Madinah-Makkah includes wide range of choices of vehicles so that our customers can utilize the utmost potential of their budget for their travel. You can take assistance from our licensed and experienced drivers to complete your Hajj and Umrah, with a variety of vehicles to choose from."
Pangaea Adventures Club,25136456,1,5,5,"The sense of transcendence was figurative and real when standing as a diminutive figure against mountains that are giant structures. Also, the timelessness of the mountains impart a level of sacred reverence that had me feeling the moment was holy. Allah os Al Quddus!

The lived experience was created and enhanced by Pangaea Adventure field guide Mr Ibrahim AlRashoudi AlBaluwi who is aligned with nature as a living testimony of passion. His passion was palpable as he proudly revealed and explained the different experiences that best depicted by the uploaded pics. 

The sense of safety with Mr Ibrahim ✅
The exceptional driving skills ✅
The knowledge supporting explanations ✅
The vivid descriptions of petroglyphs ✅
The hospitality attitude as host ✅✅✅

Simply outstanding! 👌🏽",en,AlUla Saudi Arabia,37.92948,26.60314,https://www.tripadvisor.com/Attraction_Review-g1802184-d25136456-Reviews-Pangaea_Adventures_Club-AlUla_Al_Madinah_Province.html,https://pangaeaclub.net/,,Nature & Wildlife Tours,"Pangaea Adventure Club is specialised in trips and experiences around the kingdom through adventure centers in different cities! Also, adventure trips around the world !"
Sensas Khobar,27699971,2,5,5,"I enjoyed my visit. It is team work with friends. 
I would go again with my friends and family. 
Very good location and the staff are so friendly.",en,"Awan Gallery. 6317 Prince Faisal Bin Fahad Rd., Al Khobar 34436 Saudi Arabia",50.19473,26.305262,https://www.tripadvisor.com/Attraction_Review-g298545-d27699971-Reviews-Sensas_Khobar-Al_Khobar_Eastern_Province.html,https://khobar.sensas.top/,34436,Game & Entertainment Centers,"Prepare for an adventure like no other, where your senses and body take center stage in a whirlwind of excitement! Rally your crew of 4 to 60 members as you embark on a two-hour journey challenging your senses."
Prison Island Riyadh,26968904,19,5,5,"100% المكان خرافي جدا دا انصح فيه 
كل الغرف اللي دخلناها تجنن و تحمس مرة عجبني 
خوش تجربة و ان شاء الله برجع و بجيب اشخاص ما جربو المكان",ar,"7042 Said Ibn Zayd Rd 1st Floor, Park Avenue Mall, Riyadh 13247 Saudi Arabia",46.727776,24.82832,https://www.tripadvisor.com/Attraction_Review-g293995-d26968904-Reviews-Prison_Island_Riyadh-Riyadh_Riyadh_Province.html,https://prisonisland-ksa.com/,13247,Room Escape Games,Prison Island is an adventure destination for all ages. Work together as a team to solve tricky challenges across unique cells. Collecting points and having an unmatched experience.
Rekab Solution Company,26049609,1,5,5,"You guys can go to tandoori, the bowling alley, etc but not the hospital and Ajdan walk in Al Khobar? Is there any way you can update this? ",en,"General, Jeddah 212134 Saudi Arabia",,,https://www.tripadvisor.com/Attraction_Review-g295419-d26049609-Reviews-Rekab_Solution_Company-Jeddah_Makkah_Province.html,http://www.rekab.sa,212134,,Rekab Solutions Company is a quality mobility provider. Our new fleet powered with smart technology and safety measures and trained drivers. Our spatial and comfortable 8 seats vans provide an amazing road trip experience from Door-2-Door with a flexible scheduling and waiting time. And our tourism packages are built for you the remember for ever.
Al Diwan,20871364,12,4.5,4,"Very interesting site, part of the Al Ula complex of sandstone formations.  Reminds me of a small Petra in Jordan.  All part of the Al Ula experience.",en,"Madain Saleh, AlUla 43524 Saudi Arabia",37.963272,26.79218,https://www.tripadvisor.com/Attraction_Review-g1802184-d20871364-Reviews-Al_Diwan-AlUla_Al_Madinah_Province.html,,43524,"
Ancient Ruins","Religious or ritual practices at Hegra were concentrated around Jabal Ithlib, a natural mountain outcrop to the east of the city. A special feature is a rock-cut chamber known as the Diwan, where ritual or elite banqueting and political discussions took place."
Way to Saudi,19108855,33,4.5,2,"The room, not too bad.
It was the mouse in the bed to cause a lower score. The price seemed high for the value. No tidy up from first to second day. The bathroom was nice and fully fumctional. Wifi was fine.",en,"Prince Sultan Rd, Al Khalidiyyah, Jeddah 23431 Saudi Arabia",39.14285,21.55507,https://www.tripadvisor.com/Attraction_Review-g295419-d19108855-Reviews-Way_to_Saudi-Jeddah_Makkah_Province.html,https://www.travelyamu.com,23431,Historical & Heritage Tours,"Remember the last time you tell a friend about your latest trip? Probably its not about the hotels you stayed or the plane you took of with. Its all about the experience you had. You decide to go to a trip but you don’t know what to do? Then welcome to Way to Saudi ! Planning your trip is easier now. Book your, tours , activities ,transfers in seconds for a great travel experience."
Al-Balad,319501,1104,4.5,4,"Expectations were high. The place is certainly distinctive, interesting and worth visiting. But my impression is mostly such a large market or a concentration of small shops grouped thematically. Like gold rows, lots of them. Spices, souvenirs, traditional Ytp clothing. Of course, it's all against the backdrop of ancient buildings and lots of cats.",en,Jeddah 22233 Saudi Arabia,39.187298,21.481157,https://www.tripadvisor.com/Attraction_Review-g295419-d319501-Reviews-Al_Balad-Jeddah_Makkah_Province.html,,,Points of Interest & Landmarks,"Reminiscent of the Arabian nights fairytales, this vibrant marketplace with multi-storied mud brick and stone buildings sells everything from textiles and sparkling silver and gold ornaments to spices and honey."
Riyadh Front,19657871,10,4.5,4,"wonderful experience with front's modern goods and good service. 
took a long walk around the mall and enjoyed some delicacies.",en,"King Khalid International Airport, Riyadh 13413 Saudi Arabia",46.7343,24.844967,https://www.tripadvisor.com/Attraction_Review-g293995-d19657871-Reviews-Riyadh_Front-Riyadh_Riyadh_Province.html,http://riyadhfront.com/,13413,Shopping Malls,"Riyadh Front is an extraordinary destination that re-imagines how we work, play, dine, and share space. This mega-development will forever transform the future of business and leisure in Riyadh, across the Kingdom, and beyond. Integrating smart architecture, and human-centered design, this iconic urban landmark will host innovative modular offices, stunning green spaces, and water features -- all"
Riyadh Golf Club,15668484,10,4.5,5,"What a Gem. Amazing hospitality and service. Course was under preperation for up coming events, but still in excelent condition. Locker rooms are spacious and modern. Golf range was equipped with state of art Trackmans. I highly recommend Riyadh GC to anyone. Cant wait to go back…",en,"King Abdulaziz Rd, Riyadh 11671 Saudi Arabia",46.71628716,24.65230491,https://www.tripadvisor.com/Attraction_Review-g293995-d15668484-Reviews-Riyadh_Golf_Club-Riyadh_Riyadh_Province.html,http://riyadhgolf.com/en/,11671,Golf Courses,"Riyadh Golf Club is located just 20 minutes from Central Riyadh, showcasing a whole host of fantastic golf and leisure facilities. Whether you are looking to play a round of golf, have a bite to eat, or use our sports facilities, our venue provides the perfect setting for families, groups of friends and business acquaintances."
Abhatrips,26804229,5,5,5,"At-Turaif District is a remarkable historical site that can be used to explore the formation of the Kingdom of Saudi Arabia. The evening is a better choice but a change in start time may not be allowed. In my case, we started the tour from 11 am. It was hot but it was okay for me. But, in the summer, you may not feel comfortable during the daytime tour. I highly recommend visiting this must-see destination after sunset. Opting for a private tour significantly enhances the experience. My guide, Naha, was exceptional; I thoroughly enjoyed learning about Saudi Arabia's history through her insights. If you plan to visit Riyadh, I suggest arranging a tour with her. Additionally, the visit provided me with a deep understanding of Islamic culture.",en,"Makkah Al Mukarramah Br Rd, Riyadh 12721 Saudi Arabia",46.68666345,24.73342915,https://www.tripadvisor.com/Attraction_Review-g293995-d26804229-Reviews-Abhatrips-Riyadh_Riyadh_Province.html,http://Abhatrips.com,12721,Multi-day Tours,Riyadh Tours was created for visitors to get to know the beauty of Saudi Arabia. Our tours are different because it is important for us to create a personal connection and authentic experience. Adventures and culture lovers don't hesitate to join us!
Riyadh Tours,20194379,2,4.5,5,They have an on time response to queries. Rokaia their agent’s very helpful. Attending all questions asked as well as updating clients on time during the whole process of booking the tour. No hassle at all. I’m grateful.,en,"Olya St, Riyadh 33511 Saudi Arabia",46.68652713,24.68354645,https://www.tripadvisor.com/Attraction_Review-g293995-d20194379-Reviews-Riyadh_Tours-Riyadh_Riyadh_Province.html,https://saudiarabiatours.net/riyadh-tours/,33511,Multi-day Tours,"Riyadh Tours
Riyadh Day Tours & Riyadh city Tours
We offer a wide range of Riyadh tours & trips to see the city. Enjoy Edge Of The World Tour, Ushaiger Heritage Village, Riyadh City Tours & Desert Safari Tours.

Our day tours start everyday and are fully customisable."
Royal Greens Golf & Country Club,15269993,10,4.5,1,Worst experience ever. I made a reservation 2 days before and they didn’t ask if I want the table to be outside and I was surprised that my table was outdoors. The weather is so hot and unbearable. And they couldn’t provide me with a table inside the restaurant. We left immediately and  they didn’t even apologize for this mistake. Will never repeat this experience again.,en,"Al Murooj, King Abdullah Economic City Saudi Arabia",39.09709,22.44925,https://www.tripadvisor.com/Attraction_Review-g14951460-d15269993-Reviews-Royal_Greens_Golf_Country_Club-King_Abdullah_Economic_City_Makkah_Province.html,http://www.royalgreens.net,,Golf Courses,"Royal Greens Golf & Country Club offers a premier 18-hole championship golf course and a magnificent award-winning clubhouse, boasting panoramic views and the Red Sea coast in the backdrop. Operated by the world’s leader Troon Golf, our elegant setting will spoil you while golfing, dining, unwinding and beyond. A perfect opportunity to combine business with pleasure; a premium golfing experience, state of the art academy, boutique Mandara spa, array of dining concepts, golf-view ballroom and lavish private ‘club within club’, the Oryx Club. The golf course is designed by the highly esteemed course designers European Golf Design. The clubhouse architects, KTGY developed a stylish and elegant exterior that complements the environment, which was then detailed by local architect HAK. The opulent interior design by HBA introduced a new standard of luxury."
Sana Tourism,19622025,1,1,1,I would not recommend this tour. I arrived at the meeting point on time. There was no tour guide waiting for me. Only after I texted Sana Tourism they answered me it was cancelled. I did eventually get a refund after some texting and mailing to TripAdvisor. Which should have been done automatically. And with a lot of apologies. It was a very bad experience.,en,"Prince Turki Sumou Tower, Al Khobar 34423 Saudi Arabia",50.22345,26.30992,https://www.tripadvisor.com/Attraction_Review-g298545-d19622025-Reviews-Sana_Tourism-Al_Khobar_Eastern_Province.html,http://www.sana-tourism.com,34423,Multi-day Tours,"Sana Tourism Company aimed to promote Saudi's touristic assets with focus on sustainable tourism. we focus on bringing world-class experience with educational and recreational tours whether in Nature, Historic, Cultural or Heritage in Saudi Arabia"
